v	mu	x	xc	px	px_acc
3.11107	3.09008	445	37	0.00623399	0.00623399
3.14604	-2.67503	3197	1402	3.29686E-05	3.29686E-05
0.0272158	0.989342	351	708	1.51822E-22	1.51822E-22
2.75612	3.17077	322	233	0.00040975	0.00040975
0.0857491	2.07363	67	274	4.07625E-28	4.07625E-28
2.93216	3.40535	753	12	0.0175983	0.0175984
0.00788128	2.62737	83	1220	0	0
1.70519	0.674746	23	86	0.00526405	0.00526405
1.55625	-2.54885	22	8	0.00121533	0.00121533
0.00196448	-1.98939	750	348	3.70301E-287	3.70301E-287
0.359608	-3.98779	131	3	5.01164E-27	5.01164E-27
0.933479	3.98747	18	35	7.45218E-07	7.45218E-07
0.0383075	0.840993	5	4	0.171914	0.171914
0.198763	-4.10507	218	127	6.47755E-25	6.47755E-25
0.000930662	-4.36781	124	3215	1.81292E-25	1.81292E-25
2.93353	-2.80302	101	4	0.000153014	0.000153014
2.67162	0.067768	181	378	0.00176405	0.00176405
2.78413	4.00209	115	1592	8.44108E-07	8.44108E-07
3.39365	-1.1628	14	34	0.0213126	0.0213126
2.78609	3.62051	17	56	0.000305842	0.000305842
0.648976	-0.059789	3224	52	1.79423E-08	1.79932E-08
0.208572	0.455106	6249	102	3.81589E-16	3.60394E-16
0.431221	-0.964007	38	61	0.0192839	0.0192839
1.59361	4.42228	209	292	2.212E-06	2.212E-06
2.10414	1.93566	269	244	0.000964337	0.000964337
1.88518	4.22038	65	1	0.224113	0.221275
1.38818	-3.54559	22	17	0.000264482	0.000264482
0.00795216	-1.03585	834	563	1.87862E-43	1.87862E-43
0.0208244	1.08378	505	1006	1.30006E-31	1.30006E-31
0.113588	-3.48009	13	11	5.147E-11	5.147E-11
2.25919	1.77217	552	295	0.00103246	0.00103246
3.83339	1.15818	2	2	0.154966	0.154966
0.285139	-0.827957	193	16	4.08018E-09	4.08018E-09
0.392533	2.76379	87	264	9.29877E-11	9.29877E-11
0.0790325	0.63585	17	116	1.08482E-12	1.08482E-12
0.32887	-0.322416	24	373	9.47051E-06	9.47051E-06
0.876103	0.656049	843	241	0.00185148	0.00185148
1.16339	-0.229925	24	186	0.00424113	0.00424113
3.50986	-1.25879	33	15	0.0112768	0.0112768
0.288447	4.1702	934	328	1.76068E-10	1.76068E-10
1.48446	-3.00147	21	102	0.00975097	0.00975097
3.53989	-1.99379	1733	1177	0.000135855	0.000135855
0.00547189	-1.29464	2254	195	0	0
1.12126	2.71799	1928	414	0.000595143	0.000595143
0.110034	-0.214447	75	197	0.00222177	0.00222177
2.76067	-1.08685	44	51	0.00862308	0.00862308
0.644039	3.05639	276	121	0.000132518	0.000132518
0.10727	0.123026	23	23	0.0754366	0.0754366
0.65149	-1.42973	50	115	0.0107335	0.0107335
2.80234	-1.16752	171	15	0.00172212	0.00172212
0.647272	-2.64742	3048	883	6.35009E-09	6.35009E-09
0.00120513	2.19034	648	594	2.06744E-201	2.06744E-201
3.73361	-1.52683	55	31	0.00575312	0.00575312
0.617326	-2.30059	88	10	3.4202E-08	3.4202E-08
2.41545	-2.49487	13	17	0.012944	0.012944
1.25175	2.92045	142	649	1.2118E-06	1.2118E-06
0.0825009	-3.76801	23	14	3.96632E-21	3.96632E-21
3.23372	2.15174	35	791	9.15162E-05	9.15162E-05
1.22628	1.0989	21	29	0.0131387	0.0131387
1.93046	-3.4117	25	608	0.0117071	0.0117071
3.85331	1.42698	25	2	0.0836894	0.0836901
0.698739	-1.1996	54	155	0.0115524	0.0115524
0.430474	-0.272601	84	317	0.00255189	0.00255189
0.124264	-0.0872497	2	2	0.352763	0.352763
0.132959	-3.69523	251	413	8.43077E-19	8.43077E-19
3.14324	0.804311	1803	238	0.000843492	0.000843492
0.0246096	0.590604	94	44	0.0428236	0.0428236
0.837954	-1.94948	977	212	1.91063E-06	1.91063E-06
0.137117	-3.10892	5	5	0.000105725	0.000105725
3.70339	-3.95669	6	8	0.0110881	0.0110881
1.80841	4.17041	211	165	4.64143E-05	4.64143E-05
2.87873	-3.58962	3	3	0.0238818	0.0238818
3.30585	-3.21879	15	174	0.0144974	0.0144974
2.48876	-0.715053	23	712	0.00256114	0.00256114
1.25497	-3.12422	2	3	0.0476123	0.0476124
1.25104	1.67122	1629	45	0.00187484	0.00187483
0.0766227	-2.24072	467	186	1.31682E-28	1.31682E-28
3.33142	4.32074	42	366	1.07834E-05	1.07834E-05
0.637219	0.664931	246	17	0.00155663	0.00155663
0.486377	-1.07808	155	51	0.000131053	0.000131053
1.60633	1.02313	44	40	0.0114189	0.0114189
0.174722	-0.701682	222	64	1.01701E-06	1.01701E-06
3.75692	-1.70333	9	17	0.029775	0.029775
0.476511	4.00263	182	1962	1.58096E-21	1.58096E-21
0.0149932	-2.57218	24	202	0.0175254	0.0175254
1.4416	-1.04117	21	13	0.0187219	0.0187219
0.911365	-3.26089	615	452	1.52005E-06	1.52005E-06
2.90002	4.60151	357	7218	3.21057E-08	3.20984E-08
2.15883	2.96065	22	138	7.4608E-05	7.4608E-05
1.61235	-0.935524	733	53	0.000127126	0.000127126
0.00404342	3.16803	9	8	1.31969E-07	1.32069E-07
1.85369	-4.47323	172	103	5.83175E-06	5.83175E-06
0.00141566	-1.99478	46	1072	2.03834E-18	2.03835E-18
1.18237	-0.540399	12	31	0.0376162	0.0376162
0.0408741	1.12155	94	669	9.92789E-43	9.92789E-43
0.660819	0.0261033	44	479	0.000164534	0.000164534
3.34328	-2.1784	793	146	0.000188463	0.000188463
0.641281	-2.84886	458	231	2.09633E-07	2.09633E-07
0.318618	-1.39125	35	3	1.96439E-07	1.96439E-07
2.26849	2.22426	159	171	0.00100818	0.00100818
0.104641	-1.74525	22	8	3.1457E-08	3.1457E-08
0.203142	1.86363	1	3	0.0137865	0.0137865
2.88425	-0.664864	82	6	0.00649296	0.00649296
1.18248	-1.6162	67	76	0.00407421	0.00407421
1.7667	1.69123	61	106	0.0018815	0.0018815
0.475202	2.0812	1313	392	0.000863915	0.000863915
0.0673905	0.67402	4	4	0.173804	0.173804
2.87075	2.09325	6937	3407	7.38835E-05	7.38835E-05
1.4251	-1.35717	20	48	0.0214669	0.0214669
2.67066	-4.46766	37	16	0.000126767	0.000126767
1.00987	2.97822	10	98	1.32508E-07	1.32508E-07
0.792205	2.82516	331	9	0.0326961	0.0326961
2.56808	-0.417444	3161	99	0.000138468	0.000138469
3.39788	4.53646	116	360	2.19987E-05	2.19987E-05
0.916397	-1.10344	345	61	0.00010593	0.00010593
2.13201	1.40578	248	797	0.000306008	0.000306008
0.0843608	2.66469	8	4	0.00752763	0.00752763
0.260977	3.61242	322	291	4.98386E-13	4.98386E-13
0.0150977	4.51061	88	30	1.89552E-29	1.94714E-29
0.478677	2.6474	13	2	0.17652	0.17652
0.0332355	3.00462	2346	986	7.80996E-32	7.80996E-32
1.09124	-0.367009	57	216	0.00548657	0.00548657
3.55069	-3.08903	21	14	0.00464722	0.00464722
2.13892	-1.87896	5	12	0.0601067	0.0601067
0.109384	2.20741	353	133	2.19519E-05	2.19519E-05
1.32807	-0.151696	258	260	0.00264488	0.00264488
0.0841766	-3.5691	175	37	6.71748E-54	6.71748E-54
3.90485	-2.91496	17	49	0.0103672	0.0103672
1.42959	-0.273525	548	1333	0.00075192	0.00075192
0.314703	3.00581	8	58	9.66006E-15	9.66006E-15
0.219415	0.968039	90	122	0.000527404	0.000527404
3.8361	-3.01243	48	44	0.00255642	0.00255642
2.04126	0.495727	111	13	0.0120862	0.0120862
2.5753	2.98422	159	47	0.00376469	0.00376469
1.46757	4.10557	251	137	5.90637E-05	5.90637E-05
0.141486	-4.06219	250	19	2.26374E-55	2.26374E-55
0.10217	-3.61946	24	2	1.05418E-25	1.05418E-25
0.242046	2.27865	91	3	0.0452271	0.0452271
0.00922302	-1.76805	598	151	3.23228E-137	3.23228E-137
0.701235	0.511889	1981	332	0.000526867	0.000526867
2.85575	3.31191	6	6	0.0134791	0.0134791
2.02385	-3.60539	52	351	0.00307019	0.00307019
3.67004	4.01257	205	319	0.000112156	0.000112156
0.0404768	-1.70222	1621	300	2.42237E-59	2.42237E-59
0.471101	-3.9089	9	72	0.00474602	0.00474602
0.00277816	-3.13456	48	199	3.51938E-18	3.51156E-18
0.10663	-1.03347	946	74	7.72371E-26	7.72371E-26
0.738715	-1.08104	171	19	2.7645E-05	2.7645E-05
0.000681754	-1.66352	1590	87	0	0
2.98545	0.0666283	5	102	0.00967748	0.00967748
1.50968	0.941814	129	542	0.000481371	0.000481371
0.909779	-0.57143	223	307	0.00311533	0.00311533
2.81971	-3.15903	6	271	0.0358843	0.0358833
0.0854996	-4.09355	36	86	7.02754E-19	7.02754E-19
2.04382	3.97224	10	193	3.33772E-07	3.33772E-07
1.76334	-2.00434	27	4	0.00154423	0.00154423
0.0211629	3.29267	293	171	1.15686E-54	1.15686E-54
0.326443	3.04271	12	7	0.000665093	0.000665093
3.30519	2.90408	183	44	0.00445434	0.00445434
1.39857	3.33653	53	36	0.000770786	0.000770786
3.40503	-0.141935	260	1274	0.00073545	0.00073545
1.2475	1.02238	80	35	0.0142354	0.0142354
0.337217	3.11975	2	40	1.90462E-15	1.90462E-15
0.253278	-1.02796	1051	392	1.01594E-06	1.01594E-06
2.11085	-0.372471	107	56	0.00580728	0.00580728
0.020361	-3.19333	1339	6004	1.50623E-32	1.50623E-32
0.202415	-0.266832	51	110	0.0136664	0.0136664
0.389102	-0.0370562	8732	120	3.54729E-13	3.08661E-13
0.391733	0.133035	567	284	0.00225677	0.00225677
0.541423	0.689949	100	36	0.017916	0.017916
0.296731	-1.06977	99	35	3.25809E-05	3.25809E-05
3.25541	-1.4664	3	108	0.0351311	0.035133
0.202016	-2.04474	68	222	0.00310728	0.00310728
0.266674	-1.55206	4390	180	4.59223E-21	4.59198E-21
0.00244838	3.0964	15	2	0.13132	0.131232
1.4593	1.69542	414	487	0.00045316	0.00045316
1.65811	-0.950347	1226	33	1.91902E-05	1.91902E-05
2.80378	-0.618166	62	324	0.00376435	0.00376435
2.15343	-4.15953	3370	2152	1.49752E-06	1.49752E-06
0.221433	1.32096	12	6	0.0982195	0.0982195
1.13612	-1.4717	154	41	0.000392716	0.000392716
2.09599	1.34749	105	77	0.00479015	0.00479015
0.451094	-4.42664	355	16	9.45122E-27	9.45122E-27
0.0611788	-2.0916	66	4216	7.99376E-15	7.9496E-15
0.132512	-3.55282	3	197	0.111896	0.111897
2.70653	-0.0963461	43	126	0.00629623	0.00629623
3.87419	-2.66527	116	80	0.00130494	0.00130494
1.03313	3.3205	66	11	0.0149547	0.0149547
2.64599	1.03243	41	780	0.000318592	0.000318592
0.274327	-3.40794	789	50	9.32698E-31	9.32698E-31
3.25606	-4.03755	177	347	0.000333235	0.000333235
0.279087	2.58948	243	799	4.86461E-14	4.86461E-14
1.71054	-2.05912	140	68	0.000706015	0.000706015
1.72126	1.54973	798	37	0.0043528	0.0043528
0.861568	0.00906798	92	26	0.00853133	0.00853133
0.799724	-2.91239	171	24	1.44927E-08	1.44927E-08
1.06365	0.815632	11	199	8.02719E-05	8.02719E-05
0.903434	0.0803757	80	1817	1.97242E-05	1.97242E-05
0.454994	-0.937935	15	242	0.00136886	0.00136886
0.652994	-3.75146	265	953	2.29588E-05	2.29588E-05
0.611521	2.78453	140	373	5.46649E-08	5.46649E-08
1.91763	1.60808	75	45	0.00747568	0.00747568
0.336778	-2.73984	568	7	5.13768E-28	5.13768E-28
2.1375	-4.58544	64	39	2.94933E-05	2.94933E-05
1.19856	2.97922	276	22	0.0162734	0.0162734
2.34796	-3.32206	91	23	0.000137535	0.000137535
1.90229	-0.158538	148	20	0.00480286	0.00480286
0.872148	-3.76737	7	6	0.000185862	0.000185862
1.52446	-1.73234	239	28	0.000100316	0.000100316
1.93427	0.779977	21	9	0.043598	0.043598
2.68806	-3.26742	949	365	3.35566E-05	3.35566E-05
1.29404	2.45885	95	40	0.00476983	0.00476983
1.91674E-05	-3.18254	40	136	2.68219E-19	2.68219E-19
0.367527	3.47639	612	994	1.07437E-12	1.07437E-12
2.10023	-1.53753	430	688	0.000792962	0.000792962
2.75208	0.80969	763	24	0.00286618	0.00286618
0.182767	0.668987	280	241	0.0034828	0.0034828
0.437188	2.46566	71	101	2.53406E-06	2.53406E-06
0.963518	3.7747	26	85	9.92218E-08	9.92218E-08
0.0376054	3.3004	16	15	9.62983E-13	9.62983E-13
0.116397	1.52741	113	258	6.29501E-12	6.29501E-12
0.0901576	-2.23968	131	619	0.00111619	0.00111619
1.17986	3.6121	73	120	7.07018E-06	7.07018E-06
1.2151	1.59523	387	1958	1.59703E-05	1.59703E-05
3.08946	3.60686	5	8	0.00594709	0.00594709
0.703636	0.145092	1	2	0.307883	0.307883
2.01003	-1.45702	1213	24	9.70626E-06	9.70631E-06
0.34283	-4.18754	42	40	3.65096E-12	3.65096E-12
0.904578	-2.31323	807	392	9.93357E-06	9.93357E-06
1.49452	-1.65794	91	1011	0.00322237	0.00322237
1.50931	-0.893737	45	37	0.0107358	0.0107358
3.16555	3.82373	190	888	1.52482E-05	1.52482E-05
0.11201	3.11162	108	66	4.24887E-13	4.24887E-13
0.0350312	2.8793	178	31	1.90021E-05	1.90021E-05
2.85269	-2.8697	3	14	0.0711523	0.0711523
2.60287	2.75572	3109	695	0.000321321	0.000321321
2.43983	1.41875	2	15	0.0144954	0.0144954
3.13588	2.69397	333	71	0.0031207	0.0031207
0.977087	-2.21995	355	16	2.65716E-08	2.65716E-08
1.60128	-3.70864	1688	1296	3.12316E-06	3.12316E-06
1.59587	-2.04739	795	243	6.46372E-05	6.46372E-05
0.584878	0.199672	338	75	0.00200703	0.00200703
2.13925	0.795269	1105	3366	0.000139862	0.000139862
0.351091	-1.10654	52	299	0.00836637	0.00836637
1.44866	-4.59208	27	34	4.11381E-05	4.11381E-05
1.4468	-2.93834	18	66	0.00965774	0.00965774
0.740017	-3.89918	46	20	2.90329E-08	2.90329E-08
1.98369	0.0548715	32	295	0.00265357	0.00265357
2.86897	3.70595	11	174	1.76071E-05	1.76071E-05
0.770535	0.772404	35	107	0.00180687	0.00180687
2.05694	3.09952	4	5	0.012494	0.012494
3.75894	4.37315	7	5	0.00965722	0.00965722
0.892744	1.78658	85	232	9.16302E-05	9.16302E-05
1.25182	3.41146	11	59	2.25943E-06	2.25943E-06
3.14635	-1.47113	864	46	0.00023717	0.00023717
2.12291	2.23639	5	3	0.0773935	0.0773935
0.155738	-0.578298	249	215	0.00172112	0.00172112
2.28683	-0.318433	3	148	0.00585145	0.00585143
0.0347895	-0.39861	281	166	1.12404E-06	1.12404E-06
0.901699	0.333313	49	343	0.000571154	0.000571154
0.123268	-4.3615	931	464	4.17738E-47	4.17738E-47
3.94158	-2.3904	53	38	0.0035531	0.0035531
1.8604	1.80974	94	30	0.0113505	0.0113505
2.63253	1.0065	279	2180	0.000167464	0.000167464
0.450398	-1.27192	446	42	1.28597E-08	1.28597E-08
1.97384	-0.410247	201	323	0.00228473	0.00228473
2.4758	-2.05456	296	618	0.000891932	0.000891932
3.47056	-3.22937	3113	6162	4.0684E-05	4.0684E-05
0.580578	-0.563656	4803	1826	5.26812E-05	5.26812E-05
0.685567	4.5858	398	19	0.00540105	0.00540105
3.87982	-3.06891	527	153	0.000156888	0.000156888
1.74899	2.35073	14	3	0.0972551	0.0972551
1.01676	-0.530346	10	116	0.0073491	0.0073491
1.95186	-2.87772	846	1881	0.000161914	0.000161914
0.293638	-4.24002	4658	1780	6.25668E-24	6.25668E-24
3.31184	-2.10797	37	2067	0.00344082	0.003442
1.35869	-3.78639	131	9	2.04844E-08	2.04844E-08
0.759846	-2.21204	8	9	0.0108605	0.0108605
1.51845	-0.303861	186	6	0.000700869	0.000700869
1.03044	0.132411	1695	2571	0.000332245	0.000332245
2.68976	2.7835	29	48	0.0018458	0.0018458
0.42035	2.3775	256	165	7.74597E-05	7.74597E-05
1.05564	1.99685	28	11	0.0294835	0.0294835
1.41329	2.3047	73	439	1.46983E-05	1.46983E-05
1.06658	-1.65889	20	21	0.0118882	0.0118882
2.25267	1.21992	63	2049	3.26681E-05	3.26681E-05
0.0723999	2.82299	135	829	5.7356E-61	5.7356E-61
0.117767	1.40304	14	12	0.00742022	0.00742022
3.28932	3.59114	231	4500	1.4486E-06	1.44862E-06
0.0720875	1.30473	43	15	0.0742572	0.0742572
2.91861	-0.245063	9	50	0.0205564	0.0205564
3.46977	3.61708	109	684	3.15188E-05	3.15188E-05
1.03865	-1.01067	208	449	0.00267	0.00267
1.72905	-2.97987	3	2	0.021657	0.021657
0.166951	3.8702	132	34	9.44624E-09	9.44624E-09
0.291642	-2.87628	15	20	2.49822E-05	2.49822E-05
0.216462	-2.03347	3	2	0.0198326	0.0198326
0.0348389	-2.78757	2	75	0.114601	0.114601
0.439768	0.630481	491	73	0.00153426	0.00153426
0.273759	-1.51091	378	136	8.97703E-08	8.97703E-08
0.126774	-1.65855	66	5	2.49138E-17	2.49138E-17
0.0175149	3.98927	476	131	2.75802E-55	2.75802E-55
0.308288	-2.98891	6	24	0.0126982	0.0126982
1.66611	2.03115	1359	103	0.00293742	0.00293742
2.41502	1.98453	3	3	0.0801626	0.0801626
2.95728	-3.68284	5	63	0.040412	0.040412
3.51825	2.0723	60	259	0.000740201	0.000740201
0.274165	-0.521079	64	20	0.000624598	0.000624598
2.70021	4.35965	27	2176	7.17678E-09	7.20846E-09
0.5984	-4.01592	419	193	2.27857E-11	2.27857E-11
0.622363	3.43336	102	30	0.000563718	0.000563718
0.0107927	2.37645	2	4	0.00069762	0.00069762
1.34394	-4.49206	94	76	2.47591E-06	2.47591E-06
0.514949	-3.67333	2	26	0.132529	0.132527
0.18029	2.9841	44	48	2.7404E-11	2.7404E-11
0.434537	-0.960328	29	8	0.000949255	0.000949255
1.23693	4.18744	92	12	0.00610282	0.00610282
3.00759	-2.19533	80	147	0.00292424	0.00292424
1.02009	0.285097	221	997	0.000453924	0.000453924
0.370394	4.30558	24	130	3.46492E-21	3.46492E-21
2.49768	-4.41127	16	30	0.00154202	0.00154202
0.0150501	4.43951	204	610	0	0
1.91795	3.23296	24	33	0.000848121	0.000848121
2.35609	0.677707	82	7	0.0197941	0.0197941
0.00953899	2.18989	8	27	1.51038E-19	1.51038E-19
0.151995	1.44617	51	13	0.0763069	0.0763069
0.00636292	-3.605	2	1	0.00209723	0.00206964
3.72146	-3.34362	42	163	0.00366014	0.00366014
0.180163	0.408034	124	15	0.000144576	0.000144576
1.46885	-1.88146	149	23	0.000151513	0.000151513
0.0324105	2.48102	1960	123	0.00606436	0.00606436
0.070167	1.24221	51	11	0.0791837	0.0791837
0.7651	3.97581	41	133	7.77381E-10	7.77381E-10
2.43751	-2.23726	7	10	0.0310674	0.0310674
2.55469	-0.147662	163	441	0.00181882	0.00181882
3.48319	0.397547	565	100	0.00194399	0.00194399
0.58562	3.72568	2347	1044	5.17208E-07	5.17208E-07
1.5817	1.89549	1428	31	0.00318689	0.00318689
2.87947	0.0891198	162	1458	0.000649779	0.000649779
1.69214	-1.43649	1788	1249	0.000160961	0.000160961
0.722966	3.3352	64	506	2.11879E-11	2.11879E-11
1.09211	0.197516	202	1170	0.000386994	0.000386994
3.36005	-3.5832	523	722	0.000147673	0.000147673
0.110298	-0.0205164	312	12	1.2212E-15	1.2212E-15
1.13499	-0.589959	606	985	0.000992213	0.000992213
3.15778	2.41078	221	231	0.000766318	0.000766318
2.52407	-2.4588	113	24	0.000540714	0.000540714
0.0779131	2.05719	4154	274	0.000368794	0.000368794
1.62847	0.87006	28	228	0.000861037	0.000861037
3.75652	-4.06788	2	20	0.0793001	0.0792907
3.43388	0.485966	516	53	0.00279654	0.00279654
3.16836	3.69148	49	105	0.000298304	0.000298304
2.7768	-2.36016	293	35	0.000207857	0.000207857
7.34672E-05	0.0351378	646	673	0.00846034	0.00846034
3.33097	-1.98652	53	186	0.00488306	0.00488306
1.92073E-05	-1.11084	72	80	8.93405E-10	8.93405E-10
0.132245	-0.14034	8	4	0.0991522	0.0991522
0.113792	-2.77668	14	40	0.000131816	0.000131816
3.30315	-3.62187	91	10	0.000152851	0.000152851
1.97726	4.25816	4	131	5.49023E-08	5.49023E-08
3.12745	-4.26292	39	43	0.000714533	0.000714533
0.0906789	4.19932	17	267	6.49365E-85	6.49365E-85
0.147079	-3.34872	866	1936	6.18093E-13	6.18093E-13
1.82421	2.00243	64	10	0.0329814	0.0329814
1.32272	0.422755	126	426	0.00128985	0.00128985
0.0557314	-0.917701	56	16	3.83878E-10	3.83878E-10
5.58056E-05	-1.06162	330	620	1.48027E-10	1.48027E-10
4.34775E-05	-3.49893	220	2586	6.21162E-38	6.21162E-38
0.107293	0.31756	1346	69	3.77493E-15	3.77493E-15
1.02852	-2.00922	87	28	0.000177566	0.000177566
0.00277068	2.1789	7	8	3.66582E-05	3.66582E-05
1.25662	3.93054	87	4561	8.70353E-14	8.77671E-14
3.53457	1.19942	281	86	0.00321558	0.00321558
1.15675	2.41718	23	21	0.00374667	0.00374667
3.73067	0.419123	19	39	0.0134413	0.0134413
0.292109	1.1762	60	279	1.02303E-07	1.02303E-07
1.19445	-3.29594	131	295	0.000311146	0.000311146
3.57309	-2.66974	8	236	0.0246904	0.0246904
0.297403	4.01513	31	11	4.38991E-06	4.38991E-06
0.138356	-0.225468	427	277	0.0013891	0.0013891
1.31077	-2.87975	150	187	0.000288119	0.000288119
0.326757	-0.716759	14	55	0.03207	0.03207
0.0764929	2.24048	97	129	4.81318E-17	4.81318E-17
1.57769	4.13168	148	1207	1.14436E-08	1.14436E-08
0.951089	-1.16874	14	40	0.037368	0.037368
1.13276	1.253	132	127	0.00302687	0.00302687
1.62625	-1.06477	97	1000	0.00214973	0.00214973
2.66221	0.945622	5	66	0.00521934	0.00521934
0.428519	-3.83487	202	79	8.0106E-14	8.0106E-14
2.20245	-0.150627	163	16	0.0045917	0.0045917
1.01926	-2.33462	18	15	0.00282864	0.00282864
1.0034	-2.38168	11	21	0.0143503	0.0143503
1.53775	-2.95946	2	28	0.144123	0.144127
0.81804	3.91195	317	36	0.00232704	0.00232704
1.64255	2.70863	12	63	0.000115064	0.000115064
0.0725929	1.0322	87	10	0.00201953	0.00201953
3.5944	-1.1827	110	211	0.00279409	0.00279409
1.39413	-1.30537	3670	856	3.16621E-05	3.16621E-05
3.72077	0.288663	1233	1288	0.000323409	0.000323409
0.323151	-3.1996	202	1530	0.000481603	0.000481603
3.04625	1.51275	81	71	0.00441204	0.00441204
3.46595	4.39405	34	7	0.0127039	0.0127039
2.59415	2.6895	2	4	0.0269717	0.0269717
0.051798	4.44686	104	1664	1.42984E-192	1.42984E-192
0.288857	1.90671	232	35	0.0231122	0.0231122
2.75551	-2.0404	91	3	0.000477193	0.000477192
1.2268	-2.11661	657	1057	0.000297082	0.000297082
0.334248	0.571984	31	22	0.0453895	0.0453895
0.208459	3.23991	3035	196	0.00262577	0.00262577
1.38379	-0.274371	968	7263	0.000132799	0.000132799
0.52695	2.90375	7	3	0.0308132	0.0308132
3.92444	1.35994	9	44	0.00880732	0.00880732
0.0786378	1.63046	14	7	0.0400188	0.0400188
0.182352	-0.14811	293	22	1.95624E-09	1.95624E-09
0.340107	-3.77305	2666	590	2.78286E-21	2.78286E-21
1.51591	-2.16595	559	239	9.71217E-05	9.71217E-05
1.30753	2.07286	327	794	5.32171E-05	5.32171E-05
1.7351	2.48178	25	70	0.000503617	0.000503617
1.48141	-0.716076	82	8	0.00221163	0.00221163
2.88307	-0.790571	1143	89	0.000409517	0.000409517
0.741085	1.12497	14	47	0.00142867	0.00142867
2.57481	1.42157	621	241	0.0013695	0.0013695
0.464101	-0.353698	102	16	0.00037215	0.00037215
1.06783	-3.80648	47	12	3.57874E-07	3.57874E-07
0.634149	-1.25697	16	78	0.0326922	0.0326922
1.44724	2.29743	349	232	0.000696671	0.000696671
0.400064	0.338336	492	679	0.0012816	0.0012816
0.28592	4.56439	16	56	7.77963E-23	7.77963E-23
2.02158	-3.07192	58	265	0.00326802	0.00326802
1.71915	1.2676	4	11	0.0248096	0.0248096
0.112426	-3.9603	136	8	4.59829E-58	4.59829E-58
0.00262173	3.3712	17	91	8.47918E-112	8.49747E-112
0.230081	2.43523	162	91	1.30693E-05	1.30693E-05
0.0326111	1.91234	549	822	1.25282E-35	1.25282E-35
2.91077	4.53341	139	43	0.00104891	0.00104891
0.111081	-0.870903	337	491	0.00204744	0.00204744
2.3398	-4.36103	112	80	5.18232E-05	5.18232E-05
0.185633	-2.79765	80	37	1.22123E-14	1.22123E-14
3.38086	0.144459	3	14	0.0537251	0.0537251
1.76675	1.19335	5	41	0.00357659	0.00357659
1.77108	-1.58024	2274	1699	0.000114676	0.000114676
3.07687	-0.712297	28	39	0.0135075	0.0135075
0.627669	3.79411	103	24	0.000476181	0.000476181
3.34138	-2.18835	229	2200	0.00105058	0.00105058
3.04473	3.99862	25	4	0.0335084	0.0335084
3.70497	4.60293	127	165	0.000119532	0.000119532
3.40317	2.68341	1074	108	0.00215383	0.00215383
0.514322	-1.19188	86	43	0.000724604	0.000724604
2.4441	-1.0655	156	265	0.0024468	0.0024468
0.233659	1.48052	170	417	5.54318E-08	5.54318E-08
0.213892	4.5929	30	395	1.79951E-48	1.79951E-48
0.0092555	-0.498189	1074	126	3.45918E-97	3.45918E-97
0.0553611	0.0747162	6	58	2.37856E-08	2.37856E-08
0.932055	2.12856	368	137	0.00207012	0.00207012
0.256868	2.41866	220	57	0.00221706	0.00221706
2.56717	-3.13656	37	2	0.000186579	0.000186579
0.755194	-4.44494	1786	834	1.34726E-11	1.34726E-11
0.140479	-2.63582	79	2	1.81696E-29	1.81696E-29
0.390293	3.97674	2051	3095	1.05148E-14	1.05148E-14
0.271075	3.45584	93	25	3.42094E-05	3.42094E-05
0.605643	0.965548	92	73	0.00806276	0.00806276
2.05531	-1.71016	283	204	0.000856243	0.000856243
0.0119014	-1.23513	40	5	5.20598E-19	5.20598E-19
0.459783	2.5779	13	105	5.23858E-11	5.23858E-11
0.166323	-0.532123	23	43	0.053843	0.053843
0.11726	1.49793	24	211	3.97038E-21	3.97038E-21
1.68711	-3.12177	45	22	0.000299397	0.000299397
1.83976	-3.22436	595	4755	0.000389358	0.000389358
0.0209515	-4.11435	210	257	2.72642E-111	2.72642E-111
0.9663	0.401274	142	326	0.00187072	0.00187072
1.36366	-4.59604	2	20	0.0527162	0.0527237
1.99735	0.39906	427	1267	0.000508027	0.000508027
0.0364342	0.848172	44	65	1.65892E-06	1.65892E-06
3.29932	-1.9868	35	625	0.00582643	0.00582643
1.79313	-2.53131	803	347	5.20186E-05	5.20186E-05
0.116364	0.447133	7	8	0.109632	0.109632
3.52988	3.33702	93	74	0.00132046	0.00132046
1.4053	0.701886	343	110	0.00375952	0.00375952
3.02535	-4.03622	57	3	3.86446E-05	3.86446E-05
3.27609	0.52781	6	232	0.00263372	0.00263373
1.52406	-4.32189	2308	90	2.90233E-11	2.90233E-11
0.653966	0.233719	25	11	0.046454	0.046454
3.7812	3.62655	521	482	0.000155185	0.000155185
1.40735E-06	2.63097	182	64	2.80562E-21	2.80562E-21
1.80274	0.566528	4912	1611	0.000225276	0.000225276
0.541918	-3.17014	6	100	0.0776589	0.0776589
1.55233	-1.30284	31	688	0.00379237	0.00379237
1.33882	-2.10157	116	315	0.00258736	0.00258736
1.09283	-2.77221	77	491	0.00390524	0.00390524
1.14846	0.180468	1692	147	0.000297702	0.000297702
0.149719	-0.696545	569	15	1.22889E-22	1.22889E-22
0.197814	-2.24905	41	3	7.50596E-15	7.50596E-15
0.457963	2.84153	74	95	6.77799E-07	6.77799E-07
0.886327	-3.53396	27	29	5.66212E-05	5.66212E-05
1.54273	0.954397	657	15	0.00169965	0.00169965
3.19346	-0.425216	470	234	0.00117196	0.00117196
